ID,PREDICTION
1,1
2,0.62678713590649515
3,1
4,0
5,1
6,0.62137262461309994
7,1
8,1
9,0.64346913667362493
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,0.68501938210986246
19,0.31118285393995748
20,0.54913191813324413
21,0.56547046788465671
22,1
23,1
24,0.14935496484009114
25,0.62691797416153339
26,0.61391842474259661
27,0.53391268776711964
28,0.69216834218016476
29,1
30,1
31,0.62717518820335272
32,0.64682772488569285
33,1
34,1
35,1
36,0.50151662303035405
37,0.21101221077527121
38,0.27373275448753542
39,1
40,0.33480379095325929
41,0.6845052139371397
42,0.51791965801933415
43,0.14985897994198805
44,1
45,0.65812890967684723
46,0.62378816545568849
47,1
48,1
49,1
50,1
51,0.7988676984992864
52,1
53,1
54,1
55,0.6813797223915703
56,0
57,1
58,0.79915189838822709
59,1
60,1
61,0.47206823832061318
62,1
63,1
64,1
65,1
66,1
67,0.6529450451256622
68,1
69,0.37133414992959501
70,0.16177422637819827
71,0.53631433560024355
72,0.39160384253678338
73,1
74,1
75,0.47226822488453735
76,0.34222400847999435
77,1
78,1
79,0.61615954761865233
80,1
81,0.69007346698838568
82,0.0035746474800317785
83,0.14361988619783794
84,1
85,1
86,0.12027754240064947
87,1
88,1
89,0.71748045191085019
90,1
91,1
92,1
93,1
94,1
95,0.27520805101928936
96,0
97,1
98,0.36435431879074187
99,1
100,0.51137946353760455
101,1
102,1
103,1
104,0
105,1
106,1
107,0.049653296231870314
108,1
109,1
110,1
111,0.71823126680271088
112,1
113,1
114,1
115,0.5474703696315828
116,0.79865034707412708
117,0.27791506032154167
118,0.71486236215717192
119,1
120,1
121,1
122,1
123,1
124,1
125,0.79493854178557211
126,1
127,1
128,1
129,1
130,0
131,0.77611616399173844
132,1
133,1
134,1
135,1
136,1
137,0.38620664914442049
138,0.47798008912633527
