ID,PREDICTION
1,0.6781185758354783
2,0.58555161583858495
3,0.68978838695052436
4,0.42733065560681799
5,0.54811890790629236
6,0.57639891578628111
7,0.6938323784911189
8,0.81487715449392228
9,0.81132940852797808
10,0.81910924770921534
11,0.96747610424060093
12,0.80320343056420729
13,0.58218112114192999
14,0.92142459223300932
15,1
16,0.70033491807191273
17,0.92788052254260955
18,0.44476677096621886
19,0.33204818012281168
20,0.25116038827961529
21,0.54227626575878873
22,0.95111032204395374
23,0.79077841768507606
24,0.45985122049996302
25,0.49512792381400994
26,0.8833853445532508
27,0.66009603282360607
28,1
29,1
30,1
31,0.58873081052705667
32,0.98571536817515226
33,1
34,0.96073667548601749
35,1
36,0.77474940090803712
37,0.40792161551676215
38,0.38107248462016707
39,0.79841171168316805
40,0.45271531752528987
41,0.97329473733017946
42,0.61736533232900315
43,0.21308661221879835
44,0.87832024199149694
45,0.63654715448280297
46,0.78349037709238945
47,0.93889706152242547
48,0.91063982944702493
49,1
50,0.74770583141024527
51,1
52,0.45740782456043227
53,1
54,0.94495346581802997
55,1
56,0.29379548505578973
57,0.54528634353257954
58,0.44157284203016489
59,1
60,0.85602670874145659
61,0.74219316028400617
62,0.64199308482946393
63,0.90767898649992984
64,0.57795766380329094
65,1
66,1
67,0.95342778734274225
68,1
69,0.55054499497330434
70,0.28465844531740397
71,0.39427749342591911
72,0.50922108639639885
73,1
74,0.97566703314111325
75,0.49072703986002075
76,0.70226497523534592
77,0.99301575189403957
78,0.73044502673230283
79,0.67403631752434057
80,1
81,0.81359134878027994
82,0.52944252958173954
83,0.26478096041356108
84,0.91164897525329813
85,0.93505896447554626
86,0.12556206162742467
87,0.94822712488925798
88,0.95810831560173337
89,0.99032971779240653
90,0.5833606972437444
91,1
92,0.58124435510303696
93,0.98844113418237856
94,0.95048096782008074
95,0.69480512767605351
96,0
97,0.78441838661364616
98,0.315514326685016
99,0.88743241121385241
100,0.7706564764581878
101,0.98916042067871879
102,0.85185994132958309
103,1
104,0
105,1
106,0.97915882921284803
107,0.57370105468067356
108,0.99064316739944647
109,1
110,0.74967932222374734
111,0.92247261211138143
112,1
113,1
114,0.62238039937028056
115,0.5459546440549421
116,0.90684258161046361
117,0.54781962381714389
118,0.58611110793278365
119,1
120,1
121,1
122,1
123,0.95152480248924898
124,0.85090449574206628
125,0.84051312158049585
126,0.88875189173674551
127,1
128,0.93357592707808656
129,0.90460019293160054
130,0.2672614199071095
131,1
132,0.9948520739311848
133,1
134,1
135,1
136,1
137,0.61877536316832948
138,0.36384112409361291
