ID,PREDICTION
1,56.844444444444441
2,72.736842105263165
3,53.876404494382022
4,80.941176470588232
5,79.428571428571431
6,73.111111111111114
7,51.866666666666667
8,55.857142857142854
9,68.5
10,54.578125
11,25.542857142857144
12,54.536082474226802
13,70.387096774193552
14,32.0
15,26.857142857142858
16,68.84615384615384
17,26.03125
18,76.0
19,83.916666666666671
20,82.25
21,78.131578947368425
22,26.71875
23,69.074074074074076
24,82.294117647058826
25,71.807692307692307
26,40.391304347826086
27,71.666666666666671
28,24.617647058823529
29,28.133333333333333
30,32.137500000000003
31,73.184210526315795
32,34.097222222222221
33,24.966666666666665
34,25.696969696969695
35,27.709090909090911
36,58.234375
37,82.416666666666671
38,82.571428571428569
39,63.0
40,79.84615384615384
41,41.142857142857146
42,72.88095238095238
43,83.352941176470594
44,31.955555555555556
45,65.869565217391298
46,62.633333333333333
47,45.019230769230766
48,27.888888888888889
49,29.5
50,58.439999999999998
51,27.727272727272727
52,76.045454545454547
53,24.882882882882882
54,52.352380952380955
55,32.882352941176471
56,85.25
57,75.280000000000001
58,77.46875
59,25.797468354430379
60,51.618320610687022
61,66.058823529411768
62,73.519999999999996
63,47.388888888888886
64,56.756756756756758
65,26.679611650485437
66,38.234782608695653
67,27.01834862385321
68,35.491228070175438
69,78.333333333333329
70,83.0
71,78.48571428571428
72,76.764705882352942
73,24.62857142857143
74,24.933333333333334
75,72.807692307692307
76,72.125
77,50.862903225806448
78,59.5
79,71.333333333333329
80,29.513513513513512
81,67.359999999999999
82,76.611111111111114
83,86.05263157894737
84,32.276595744680854
85,28.572815533980581
86,82.147058823529406
87,25.631578947368421
88,42.5625
89,29.057851239669422
90,76.5
91,25.707317073170731
92,71.965517241379317
93,50.368421052631582
94,25.671232876712327
95,71.615384615384613
96,85.666666666666671
97,70.680000000000007
98,73.292682926829272
99,65.875
100,57.047619047619051
101,53.920000000000002
102,46.777777777777779
103,51.228571428571428
104,79.733333333333334
105,26.545454545454547
106,28.637931034482758
107,79.921052631578945
108,29.826086956521738
109,27.858585858585858
110,60.916666666666664
111,30.611650485436893
112,28.794326241134751
113,25.719101123595507
114,67.096774193548384
115,82.333333333333329
116,29.15625
117,75.461538461538467
118,69.322580645161295
119,39.820754716981135
120,30.238805970149254
121,29.490909090909092
122,26.316455696202532
123,39.962962962962962
124,33.0
125,69.519999999999996
126,28.636363636363637
127,48.872340425531917
128,51.88095238095238
129,25.873684210526317
130,82.733333333333334
131,25.566265060240966
132,46.200000000000003
133,25.359550561797754
134,27.545454545454547
135,25.737704918032787
136,24.510869565217391
137,83.314285714285717
138,79.578947368421055
