ID,PREDICTION
1,0.87624487354750502
2,0.70606462585034002
3,0.8303804855275444
4,0.47880948753189828
5,0.43479250073235037
6,0.71121837075148464
7,0.88451880752300927
8,0.92666666666666675
9,0.87929653679653674
10,0.74938277065212056
11,0.97142857142857142
12,0.90887445887445883
13,0.61291903725290331
14,0.96071428571428574
15,0.99699248120300743
16,0.72305003819709701
17,0.98928571428571432
18,0.3654832549409599
19,0.32753258405795826
20,0.41714773449796488
21,0.35729180093089868
22,1
23,0.92939883645765997
24,0.33089821832303035
25,0.33125231910946201
26,0.9202067669172932
27,0.58450232724668827
28,0.99699248120300743
29,0.99464285714285716
30,0.9107142857142857
31,0.7670943357099923
32,0.95867346938775511
33,0.97142857142857142
34,0.98571428571428577
35,0.94285714285714284
36,0.66503201280512214
37,0.33205950801373191
38,0.50964649719536936
39,0.92584141348847226
40,0.39335880668056705
41,0.91288048552754419
42,0.38074633699633703
43,0.31238301798452178
44,0.91285014005602239
45,0.88297619047619047
46,0.82756032939491586
47,0.9827380952380953
48,0.98095238095238102
49,0.97499999999999998
50,0.77950113378684815
51,0.98809523809523792
52,0.49822278517827873
53,0.9916666666666667
54,0.97142857142857142
55,0.92071428571428571
56,0.43137799043062203
57,0.66109799267754654
58,0.41295937617095113
59,0.97142857142857142
60,0.72269199785177229
61,0.63642857142857134
62,0.39500070963477468
63,0.91327838827838825
64,0.85585084849790738
65,0.98928571428571432
66,0.96031746031746046
67,0.95714285714285718
68,0.98571428571428577
69,0.39025410525139448
70,0.42675558644510436
71,0.43078885400313965
72,0.42459790970737454
73,0.97142857142857142
74,0.98571428571428577
75,0.35873094258183646
76,0.5052274406266003
77,0.96607142857142858
78,0.5568208307982746
79,0.93142857142857149
80,0.95523809523809533
81,0.87564625850340116
82,0.37854113096594305
83,0.46833539893690262
84,0.95714285714285718
85,0.95749607535321835
86,0.46362391785324114
87,0.99523809523809526
88,0.98571428571428577
89,0.91523109243697476
90,0.60207386598364032
91,0.98571428571428577
92,0.61400622614637246
93,0.96375350140056026
94,0.95714285714285718
95,0.55228545264259554
96,0.28151339807415487
97,0.95178571428571423
98,0.4480251765778081
99,0.94396258503401353
100,0.95720779220779217
101,0.94399350649350644
102,0.92500000000000004
103,0.95555555555555549
104,0.40031166474687041
105,0.98928571428571432
106,0.99464285714285716
107,0.49301720472502025
108,0.95952380952380933
109,1
110,0.93061224489795913
111,0.94082633053221265
112,0.98571428571428577
113,0.95413533834586461
114,0.65250253610216014
115,0.78997339961625679
116,0.98035714285714282
117,0.50192331895339415
118,0.86783655567490159
119,0.97908163265306114
120,0.92780112044817942
121,0.97142857142857142
122,0.9452380952380951
123,0.95952380952380933
124,0.95761904761904759
125,0.960095238095238
126,0.96275510204081627
127,0.80387323350392792
128,0.81507936507936496
129,0.95918367346938771
130,0.32701679818281809
131,0.98571428571428577
132,0.95166666666666677
133,0.91936507936507939
134,0.97199248120300741
135,0.94217687074829926
136,0.95413533834586461
137,0.60922404049339041
138,0.33043866453701526
