ID,PREDICTION
1,62.464285714285715
2,75.678571428571431
3,50.714285714285715
4,83.678571428571431
5,79.321428571428569
6,78.535714285714292
7,56.607142857142854
8,53.75
9,69.142857142857139
10,52.5
11,22.178571428571427
12,58.178571428571431
13,72.035714285714292
14,29.25
15,22.464285714285715
16,67.678571428571431
17,23.178571428571427
18,78.25
19,83.214285714285708
20,82.25
21,78.571428571428569
22,23.5
23,68.071428571428569
24,83.142857142857139
25,70.964285714285708
26,46.321428571428569
27,72.035714285714292
28,20.571428571428573
29,22.392857142857142
30,27.25
31,74.678571428571431
32,44.142857142857146
33,20.321428571428573
34,23.142857142857142
35,22.714285714285715
36,58.714285714285715
37,79.928571428571431
38,76.214285714285708
39,66.535714285714292
40,82.535714285714292
41,45.25
42,75.678571428571431
43,85.892857142857139
44,41.821428571428569
45,62.285714285714285
46,64.392857142857139
47,50.464285714285715
48,22.035714285714285
49,25.464285714285715
50,64.214285714285708
51,24.035714285714285
52,80.25
53,20.678571428571427
54,52.178571428571431
55,29.642857142857142
56,87.821428571428569
57,77.178571428571431
58,77.785714285714292
59,19.928571428571427
60,39.607142857142854
61,60.035714285714285
62,76.0
63,52.928571428571431
64,58.035714285714285
65,23.464285714285715
66,33.214285714285715
67,24.0
68,32.142857142857146
69,76.0
70,80.857142857142861
71,78.214285714285708
72,77.428571428571431
73,20.035714285714285
74,20.785714285714285
75,74.142857142857139
76,75.142857142857139
77,53.928571428571431
78,69.214285714285708
79,69.5
80,29.321428571428573
81,69.678571428571431
82,76.642857142857139
83,83.285714285714292
84,31.678571428571427
85,24.857142857142858
86,84.392857142857139
87,22.392857142857142
88,43.607142857142854
89,29.535714285714285
90,75.75
91,23.857142857142858
92,73.214285714285708
93,50.035714285714285
94,21.892857142857142
95,75.357142857142861
96,88.178571428571431
97,73.571428571428569
98,79.321428571428569
99,66.928571428571431
100,57.535714285714285
101,53.821428571428569
102,52.571428571428569
103,47.214285714285715
104,85.535714285714292
105,22.285714285714285
106,23.857142857142858
107,76.428571428571431
108,30.392857142857142
109,24.535714285714285
110,61.964285714285715
111,28.857142857142858
112,24.857142857142858
113,23.464285714285715
114,70.428571428571431
115,82.785714285714292
116,29.5
117,73.964285714285708
118,71.285714285714292
119,38.321428571428569
120,35.25
121,31.785714285714285
122,21.392857142857142
123,34.214285714285715
124,31.107142857142858
125,71.678571428571431
126,28.071428571428573
127,47.464285714285715
128,54.428571428571431
129,24.464285714285715
130,82.035714285714292
131,22.321428571428573
132,41.321428571428569
133,21.071428571428573
134,22.464285714285715
135,24.285714285714285
136,21.857142857142858
137,78.964285714285708
138,83.142857142857139
